"系統序號","課程名稱","課程大綱","A分數","A判定理由","B分數","B判定理由","C分數","C判定理由","D分數","D判定理由","整體判定","主要依據","證據不足處"
"8401571","寫作與閱讀(二)","""Brief Introduction of the Course    This is the second required writing course for students in NCCU&#39;s Department of English.    In this course you will take the knowledge that you learned about communicating in English during your first semester and then take the next step in communicating and writing proficiently in English.    The course focuses on writing clear and correct essays; but at the same time; you should improve your speaking ability; your reading ability; cultural awareness; and knowledge of current events and issues.    The use of AI will be integrated into the course. We will use ChatGPT as an aid to improving your essays; but not as a tool to replace your own writing.  ""","3","課程明確說明將ChatGPT整合於課程，作為改進英文作文的輔助工具，且強調不是取代學生自行寫作，符合運用AI提升學習成效；但未明確說明提示策略、資訊整理或自主學習歷程。","2","課程強調ChatGPT不應取代學生自己的寫作，具有初步的負責任使用與人類主體性要求；但未提及AI倫理、著作權、個資、偏誤、查證或責任歸屬。","2","學生可使用ChatGPT協助改進作文，具備將AI納入寫作任務的明確用途；但未說明如何驗證、修正AI建議、比較方案或進行系統性品質控制。","2","課程明確要求AI不得取代學生自己的寫作，保留人類創作主體性；但未明確要求學生提出判斷理由、批判AI結果或進行人機分工反思。","A=3;B=2;C=2;D=2","主要符合A，並部分涉及B、C與D，因課程明確安排以ChatGPT協助英文作文，同時要求保留學生自己的寫作。","大綱未提及提示詞策略、AI結果查證、倫理法規、著作權、個資、偏誤、使用揭露或責任歸屬，因此不能給予較高分。"
"8401574","英語口語訓練(二):口語訓練與閱讀","""ENGLISH ORAL COMMUNICATION AND READING (TWO) is a continuation in classroom     instruction and experience in oral communication skills; particularly those related to public presentation; group discussion; and more. According to the English Department&rsquo;s EFL Committee Mission Statement; the goal for students in this course is that they should demonstrate reasonable fluency and pronunciation in standard English. Ability to participate comfortably in general conversation is determined by: Comprehending and responding appropriately; Initiating; continuing; and ending a conversation; Interacting with cultural awareness; Improvising in new situations; Using grammar flexibly; Seeking and providing information in an organized manner; and Narrating an event. The course approaches communication; comprehension; fluency; improvisational language structures; and communication theory. The course will use a great deal of culture-specific materials; such as videos and critical thinking/communication exercises.    This course will include the planning and creation of an ongoing web-media program to simulate radio and television magazine programs. Interviewing and reporting skills will be a focus.    This semester&rsquo;s curriculum incorporates a very strong New Media program in which students will plan; write; produce; perform; record; and publish videos various types intended for the Department&rsquo;s student Youtube channel. Students in the Oral Communication and Reading course serve as staff for the SPARKSHOW program for the English Department. As part of this aspect of the oral training program; students will learn approaches to journalistic tasks within the context of language learning activities. Speeches and/or presentations will be recorded to video for inclusion in Sparkshow. Students will create videos for the SPARKSHOW Youtube channel as part of the oral engagement program.    This course requires students to use AI extensively as a personal resource to improve their language skills. Students must have an account (free is okay) with Gemini (Google) and/or ChatGPT (OpenAI). You must be familiar with using text and voice modes with the chatbots. Some assignments will require that you video yourself using the resources for language learning/practice activities.    Students will be required to setup an AI English Study Buddy program (you will be taught the principles of doing this; most AI programs have a free tier you can use on PC and/or mobile). You will be asked to practice your English skills with the AI Buddy outside of class as well as complete certain classroom assignments with the AI Buddy.    Depending upon student feedback; we may incorporate a form of a teaching approach known as GAMIFICATION as well as GAMIZATION; using fantasy card; board; and tabletop games in contexts adapted to the language learning classroom. We would follow a sequence of activities ranging from conversational fantasy card games up through student generated sessions of roleplaying games such as LARPs. If/when we are holding class online due to pandemic prevention protocols; we use Discord. We may also use particular card and board games (again; based upon student feedback).    This course is taught in English in an English environment only. Please note students from outside the English Department who have not taken the prerequisite courses must be able to understand English to an appropriate level for this course.    Obviously; whether we meet in person or online due to pandemic response protocols or other factors will affect some of our course content.  ""","4","課程明確要求學生廣泛使用AI作為個人語言學習資源，熟悉Gemini或ChatGPT的文字與語音模式，建立AI English Study Buddy，並在課外及課堂作業中練習，符合AI輔助學習與持續練習。","0","課程雖要求使用AI，但大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證或責任，因此不能因使用AI直接給分。","2","學生需使用AI English Study Buddy進行英文技能練習與課堂作業，具備AI協助語言學習的實際活動；但未明確要求以AI分析或解決專業問題，也未安排驗證、修正、品質控制或人機分工。","1","課程同時安排人際溝通、訪談、報導、表演與影片製作，且AI被定位為語言學習資源；但未明確要求學生在AI協作中進行人類判斷、同理溝通或保留不可取代的人類角色。","A=4;B=0;C=2;D=1","主要符合A，因課程有明確且多次出現的AI語言學習實作，包括建立AI學習夥伴並完成相關練習。","大綱未提及負責任使用AI的規範，以及AI輸出查證、修正、偏誤處理、人機分工或人類主體性評量。"
"8401584","英語教學理論","""This course introduces major theories; approaches; and practices in English language teaching (ELT) and explores how these ideas inform effective teaching. Rather than focusing solely on the historical development of teaching methods; the course emphasizes the relationship between theory and practice and encourages students to critically examine how language learning occurs and how instruction can support learners&rsquo; needs.    Students will explore key approaches in language teaching; principles of language learning; and pedagogical strategies for teaching listening; speaking; reading; writing; grammar; and vocabulary. The course also examines practical aspects of language teaching; including course design; lesson planning; assessment; instructional materials; classroom interaction; and the integration of technology and artificial intelligence in language learning.    Through readings; discussions; reflective activities; and a tutoring practicum; students will connect theoretical perspectives with real teaching experiences. By the end of the course; students will begin to develop their own teaching principles and gain a deeper understanding of what it means to become a reflective and adaptive language teacher    Note. Students who miss the first class meeting without prior approval will not be allowed to remain enrolled in the course. More than three absences during the semester will result in a failing grade for the course. Students arriving more than 20 minutes late will be considered absent.  ""","1","課程大綱明確提及將人工智慧整合於語言學習與教學，但僅列為課程設計、教學與科技整合的內容之一，未說明學生如何使用AI學習或操作AI工具。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、治理或責任，因此不能給分。","0","大綱僅提及語言教學中整合科技與人工智慧，未明確要求學生使用AI完成任務、專題、作品或專業問題解決流程。","0","大綱未將AI與人類判斷、同理心、創意、真實場域洞察或人機協作明確連結，因此不能給分。","A=1;B=0;C=0;D=0","僅有人工智慧整合於語言學習的明確提及，主要可支持A的基本分數。","大綱未說明AI教學活動、學生操作、學習成果、倫理規範、結果驗證或人機協作要求，因此不能推定具備其他能力。"
"8401585","文學與電影","""LITERATURE AND FILM . . . The purpose of this course is to explore various types and selections of literature and the transformations they undergo when appropriated into the film medium. Students will be expected to learn basic film theories and apply them in analysis of films and their literary origins. The course will cover film theories through their application to a variety of selected literary texts.        Specific texts to be discussed will be decided later; dependent upon the research and reading interests of the students. The approach to the material will be predominately be topical rather than chronological. This is a participatory course consisting of innovative active interaction; not merely lecture. Come prepared to participate.        Note; this is a media based course. There will be literary readings as well as television and film materials related to the topic. Students who miss media presentations will have to make up the viewing material on their own time &ndash; the instructor is not responsible for providing copies of media missed from absences.      Students are encouraged to setup an AI English Study Buddy program. You are strongly encouraged to practice your English skills with the AI Buddy outside of class. While you may use AI to assist you; you must always cite sources and be certain to do major work on your own. AI can make an excellent assistant but the work should still be your own.    Students should prepare an online drive (Google Drive is suggested) to upload to in order submit periodically class video assignments and other homework on it.    Obviously; whether we meet in person or online due to pandemic response or other factors will affect some of our course content. Unless specifically required for pandemic reasons; masks are optional (show common sense and think of others). Be sure to join the class Discord; just in case.    This course is taught in English in an English environment only. Please note students from outside the English Department who have not taken the prerequisite courses must be able to understand English to an appropriate level for this course.  ""","2","課程鼓勵學生建立AI English Study Buddy並在課外練習英文，且允許AI協助課程學習；但使用方式屬鼓勵性質，未明確規劃提示策略、資訊整理或自主學習評量。","2","課程要求使用AI時引用來源，並強調主要工作必須由學生自行完成，具備AI使用規範與學術責任的初步要求；但未明確涵蓋AI倫理、著作權、個資、偏誤或風險管理。","1","大綱表示AI可以協助學生完成課程相關工作，但未明確要求使用AI完成特定問題解決任務，也未提及分析驗證、修正、比較方案或品質控制。","2","課程明確指出AI是助理，主要工作仍應由學生完成，保留學生的創作與分析主體性；但未要求學生批判AI輸出、說明判斷理由或進行人機分工反思。","A=2;B=2;C=1;D=2","部分符合A、B與D，主要依據是AI學習夥伴、引用來源、學生自行完成主要工作及AI僅作為助理等文字。","大綱未明確安排AI實作任務、輸出查證、錯誤修正、偏誤處理、AI使用揭露、責任歸屬或系統性評量。"
"8401866","選修英文:科技英文","""In today&#39;s digital era; where information technology is ever-present and artificial intelligence is advancing rapidly; it is crucial for individuals to possess tech-savviness and stay updated with the latest IT trends. The English for Information Technology course is specifically tailored to introduce cutting-edge topics in information technology that directly align with the needs of the Millennials.     This one-semester 3-credit-hour course is designed for high-intermediate/advanced students of English as a foreign language. This isnota course that aims to teach students information technology knowledge. Rather; it is designed to allow students to transform their English language knowledge into the communication skills necessary for careers in the IT field orany profession.In addition; students are encouraged to think about and consider ethical issues and related topics in information technology. Students will also learn how to discover and discuss new and trending information technologies. A considerable emphasis will be put on training students to create an academic research poster on a topic on issues related to information technology.  ""","1","大綱提及人工智慧快速發展，並要求學生了解與討論新興資訊科技；但課程明確說明不是教授資訊科技知識，也未安排使用AI工具作為學習工具。","1","課程鼓勵學生思考資訊科技中的倫理議題，且前文提及人工智慧；但未明確將倫理討論限定或具體連結至AI，也未提及AI法規、個資、偏誤、查證或責任。","0","課程要求發現與討論新興資訊科技並製作資訊科技議題研究海報，但未要求使用AI分析、生成或解決問題，因此不能給分。","0","大綱未將AI與人類主體性、判斷、同理心、創意或人機協作明確連結，因此不能給分。","A=1;B=1;C=0;D=0","主要僅涉及AI作為資訊科技趨勢與倫理背景，未明確安排AI工具操作或AI協作任務。","大綱未明確說明AI學習工具、AI倫理具體內容、使用AI完成研究海報、輸出驗證或人機協作要求，因此不能推定較高符合度。"
"8402127","人工智慧多媒體訊號處理","""The outline of the course includes:           Introduction and Foundations of Multimedia Signal Processing         Fundamentals of signal processing    Introduction to visual data         Traditional Image and Video Processing Techniques       Image processing fundamentals    Video compression fundamentals         Introduction to common AI architectures and techniques for visual data processing       Deep learning fundamentals    Data Augmentation and transfer learning         AI-based Image Processing Techniques       Image enhancement; restoration; and compression    Semantic segmentation and object detection         AI-based Video Processing Techniques       Video restoration andcompression         Image/Video Generation       Foundations of generative modeling    Text-to-image/Text-to-video generation          ""","3","課程以人工智慧多媒體訊號處理為課程名稱，並涵蓋AI架構、深度學習、資料增強、遷移學習、AI影像與影片處理及生成模型；依規定，AI技術講授課程且內容超過一半涉及AI，可給至少3分。","0","課程大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、風險管理或責任，因此不能給分。","1","大綱列出AI影像處理、語意分割、物件偵測、影片處理及文字到影像或影片生成等AI技術與應用方向；但未明確說明學生需使用AI完成任務、作品或系統，也未安排驗證與品質控制。","0","大綱僅描述AI技術、模型與多媒體處理內容，未提及人類判斷、創意、同理心、真實場域洞察或人機協作，因此不能給分。","A=3;B=0;C=1;D=0","主要符合A，因課程核心內容包含多項AI模型、架構與多媒體應用技術；C僅有AI技術應用內容的初步證據。","大綱未說明學生實作、專題或系統開發，也未提及結果驗證、錯誤修正、風險評估、人機分工、倫理法規或人類主體性。"
"8402128","人工智慧之倫理與安全","""本課程以資訊倫理、AI素養與資訊安全為核心;介紹AI系統在真實世界應用中所面臨的倫理議題與安全風險。透過跨領域架構與案例分析;協助學生建立對AI技術、社會影響與安全責任的基本認知。  ""","1","課程介紹AI系統與AI技術的基本認知，但未明確安排使用AI工具或運用AI提升學習成效的活動。","4","課程以資訊倫理、AI素養與資訊安全為核心，明確探討AI在真實世界的倫理議題、安全風險、社會影響與安全責任，並透過案例分析學習；但未具體說明法規、個資、偏誤查證或治理機制。","1","課程涉及AI真實世界應用與案例分析，但未明確要求學生使用AI完成任務、分析資料或提出可驗證的解決方案。","2","課程明確提及AI的社會影響與安全責任，涉及人類責任與價值判斷；但未要求學生在AI協作中提出判斷、驗證結果或進行人機分工。","A=1;B=4;C=1;D=2","主要符合B，因課程核心為AI倫理、資訊安全、倫理議題、安全風險與責任認知，並包含案例分析。","A缺乏AI工具操作與自主學習活動；C缺乏AI實作、驗證與問題解決流程；D未明確要求人類主體性、同理心或創意整合。"
"8402129","資料分析與大型語言模型","""This course provides an introduction to data analysis through a hands-on; project-based approach with Python programming. Students will begin by using digital tools to collect personalized datasets throughout the semester. Using these self-collected data; students will learn essential Python programming skills and develop familiarity with key packages for numerical analysis; Chinese text processing; and visualization.    The course then extends to LLM-assisted data analysis; introducing students to the OpenAI Python library and guiding them to incorporate LLMs for data analysis.    By the end of the semester; students will complete an independent data analysis project based on their self-collected data; demonstrating their ability to integrate digital tools; Python packages; and LLM-based methods to explore meaningful questions and generate insights.  ""","3","課程明確介紹LLM輔助資料分析、OpenAI Python library，並引導學生將LLM納入資料分析；但未明確涉及以AI規劃或反思學習歷程。","0","課程提到自我蒐集資料與LLM資料分析，但未提及AI倫理、法規、個資保護、偏誤、查證、風險或責任。","4","課程以實作和專題為導向，要求學生使用LLM方法分析自行蒐集的資料，完成獨立資料分析專題並探索問題、產生洞見；但未明確說明結果驗證、錯誤修正或人機分工。","2","學生自行蒐集資料並完成獨立專題，結合LLM探索有意義的問題，具有人類提出問題與形成洞見的成分；但未明確要求批判AI結果、提出決策理由或處理人際與社會情境。","A=3;B=0;C=4;D=2","主要符合A與C，因課程明確教授LLM輔助資料分析並要求完成整合LLM方法的獨立專題。","B未提及負責任使用AI所需的倫理、法規、隱私、偏誤與風險；C與D未明確規範驗證、修正、品質控制或人機分工。"
"8402133","自然語言處理","""Natural language processing (NLP) is an attractive area in artifical intelligence. A wide range of technologies were investigated for enabling the machine to communicate with humans. With the progress of machine learning; the power of NLP has been shown in novel applications in the areas such asfintech; medical; and digital humanity.    This course will introduce the fundamental topics of NLP from lexicon; syntax; to pragmatics and show how to formulate the language tasks with machine learning. The most recent; cutting-edge approaches to NLP such as Transformer-based large language models (LLMs) arethe focus of this course. Real world data will be used in the final project. The participants are expected to handle the textual data for solving real world problems.    Special Note: During the semester; the instructor may occasionally attend important meetings; which could result in temporary adjustments to the teaching format for that week (e.g.; switching to asynchronous online teaching).      自然語言處理包含一系列技術;讓電腦具備語言理解與生成的能力。搭配深度學習等技術;如今自然語言處理在許多人工智慧應用中展現了強大的威力;並且進一步朝向更具有前膽性的議題發展;應用領域包含金融科技、醫學、數位人文等。    本課程擬從詞彙、句法、語用等不同層次介紹自然語言處理的技術進展;示範如何用機率與統計來解決語言的問題;以及最前沿的機器學習模型例如基於 Transformer 的大型語言模型(LLM);在自然言處理的應用。並且提供真實資料作為專題素材;從中練習掌握自然語言處理的技巧與實務。    特別注意:授課教師學期中將不定時出席重要會議;因此可能會發生臨時調整當週授課模式(例如改為非同步線上授課)的況狀。  ""","3","課程以人工智慧中的自然語言處理為主，教授機器學習、Transformer與大型語言模型等技術；依大綱以AI技術教學為主，至少符合3分。","0","課程未提及AI倫理、法規、著作權、個資、資安、偏誤、查證或責任治理。","4","課程要求使用真實資料進行期末專題，掌握自然語言處理技巧以解決真實世界問題，並教授機器學習與LLM方法；但未明確要求驗證、修正AI結果或規劃人機分工。","1","課程包含真實資料與真實世界問題的專題情境，具備AI應用與實務脈絡；但未明確要求學生保有人類判斷、創意、同理心或批判AI結果。","A=3;B=0;C=4;D=1","主要符合A與C，因課程系統介紹NLP、機器學習與LLM，並以真實資料進行期末專題解決實務問題。","B完全缺乏AI責任使用相關內容；C未明確說明結果驗證與品質控制；D未提及人類主體性、價值判斷或AI協作中的創意與同理心。"
"8402135","社群媒體資料分析","""This course begins with a brief introduction to various social media (SM) platforms; highlighting their diverse social purposes. It then provides a comprehensive overview of the data sources and data types derived from these platforms; followed by a series of hands-on practices; including data collection; organization; and analysis using Vibe coding methods.Statistical concepts are integrated into this course to help students build foundational knowledge in data processing.Weekly hands-on sessions are provided; supplemented by individual assignments; term exams; and group projects. Notes to analyze large andsensitive data are finally introduced. More AI-embedded tools are introduced to end this course. The course aims to prepare students for careers as data scientists or social commerce marketers; fostering an ethical mindset throughout their learning journey.    Note: The initial design of the course syllabus (though not the very first) was introduced in Fall 2017 and later revised in Spring 2023; with both versions delivered in Mandarin. Please see two links at the end of this page for those syllabi. In Spring 2025; the course will be offered as one of the EMI courses at NCCU. Please also refer to the selected online learning resources listed at the end of this page to deepen your knowledge of Social Network Analysis (SNA) and enhance your technical skills for analyzing various types of social media (SM) data.  ""","1","課程僅在結尾提到引入更多AI嵌入式工具，屬於零星工具介紹；未明確說明工具功能、選用原則或以AI提升學習的方法。","0","課程提到分析大型與敏感資料及培養倫理心態，但未明確將個資、敏感資料或倫理要求連結至AI使用，因此不能推定符合B。","1","課程有資料蒐集、組織與分析的實作，並提到AI嵌入式工具，但未明確要求學生使用AI完成分析任務或建立AI解決方案。","0","課程未明確要求在AI協作中進行人類判斷、驗證、創意整合、同理溝通或真實場域觀察。","A=1;B=0;C=1;D=0","僅有結尾介紹AI嵌入式工具，主要教學仍為社群媒體資料的蒐集、組織與分析。","AI工具的實際操作與任務未具體說明；倫理、敏感資料與安全內容未明確連結AI；缺乏AI分析驗證、人機分工與人類主體性要求。"
"8402153","生成式 AI 應用與倫理實務課程","""本門課程是教育部補助人工智慧技術與應用領域系列課程中的總整課程;選修此門課的同學除學習AI應用相關倫理規範外; 將利用所學的生成式 AI 技術;赴企業實習;藉由專題實作獲得實務經驗;強化自身的知識;為未來從事此一領域工作立下必要的基礎  ""","3","課程明確要求學習生成式AI技術並應用於企業實習與專題實作，具備AI工具應用與實務學習；但未明確說明提示策略、工具選用或自主學習歷程。","4","課程明確要求學習AI應用相關倫理規範，且倫理是總整課程的重要內容；但未具體列出法規、個資、偏誤、查證、風險管理或責任歸屬的教學與評量。","4","課程要求利用生成式AI技術赴企業實習並透過專題實作取得實務經驗，具備AI應用於專業任務的明確實作；但未提及成果驗證、錯誤修正、品質控制或人機分工。","2","課程結合生成式AI、企業實習與專題實作，提供真實工作情境中的AI協作脈絡；但未明確要求人類判斷、創意整合、同理互動或承擔最終決策責任。","A=3;B=4;C=4;D=2","主要符合B與C，因課程同時明確要求學習AI倫理規範，並以生成式AI進行企業實習與專題實作。","A缺乏具體學習策略與自主學習規劃；B未列出具體倫理法規與風險主題；C缺乏驗證與品質控制；D缺乏人類主體性與人機分工的明確要求。"
"8402418","新媒介商業模式","""                 選課前建議                       開學第一周介紹課程大綱與分組;如果沒有到課;可能會強迫退課(含候補與加簽)。       本課程每周在上課前需要先搜集資料;並閱讀相關資訊;上課中互動討論;與課後分組報告作業等;期末報告經4次書面修改與2次口頭報告;需要有好的「分組團隊合作」;因此如果無法花足夠時間與精神投入的同學;建議「不要修課」。                       課程簡介                       數位新科技發展快速;從智慧型手機iPhone、遊戲機Switch、電子書Kindle;到串流電視OTT與人工智慧ChatGPT;改變傳統內容生產、傳遞通路與消費方式。新媒體跳脫過去被動廣告的營收方式;轉而開發大數據與人工智慧的社群行銷、內容付費與電子商務。因此;媒介產業需要思考新的創新服務策略;發展多元的商業模式;才可能面對產業環境持續的變化與挑戰。       本課程將聚焦「創新」與「商業模式」對新媒介產業的應用與影響;希望同學閱讀文章、書籍;了解國內外理論與個案;透過作業練習與報告;結合生活經驗與實地觀察;檢討媒體經營困境;以思考不同的創新策略與商業模式可能。最後更希望可以鼓勵同學嘗試思考創業機會;擺脫多年來台灣媒介產業成長局限的困境。                ""","1","課程提到人工智慧ChatGPT及大數據與人工智慧的社群行銷、內容付費與電子商務，但AI主要作為新媒介產業背景與應用案例，未安排AI工具學習或操作。","0","課程未提及AI倫理、法規、隱私、資安、偏誤、查證、治理或AI責任；一般的產業挑戰與商業模式內容不能推定為B。","1","課程提及大數據與人工智慧在社群行銷等領域的應用及創新策略，但未要求學生使用AI完成任務、分析資料或建立AI解決方案。","1","課程在AI改變內容生產與媒介產業的脈絡下，要求結合生活經驗、實地觀察與創新策略思考；但未明確置於AI協作、AI結果判斷或人機分工情境。","A=1;B=0;C=1;D=1","僅在新媒介科技與產業商業模式脈絡中提及ChatGPT及人工智慧應用，並搭配一般報告、團隊合作與實地觀察。","未明確安排AI工具使用、AI倫理安全教學、AI問題解決實作、結果驗證或人機協作活動；D僅有有限的AI情境連結。"
"8402434","金融科技創新與監管政策專題研究","""本課程如課程名稱;將帶領同學理解金融科技創新帶來諸多新型的金融服務;並且針對這些新型金融服務深入探討當前監管政策的挑戰與未來的機會。金融科技(FinTech)是一個結合科技與金融的創新領域;透過人工智慧(AI)、大數據(Big Data)、區塊鏈(Blockchain)和雲端計算(Cloud Computing)等核心技術;顛覆既有支付、借貸、保險、財富管理及數位貨幣等傳統金融模式;不僅提升效率與降低成本;還推動全球金融普惠;讓更多人能輕鬆享受便利的金融服務。然而;金融科技的快速發展也帶來如數據隱私、網絡安全、技術偏見等風險挑戰;並對現有法律和金融監管體系形成迫切的適法需求。全球各地的法律政策制定者正努力建立平衡與雙贏的監管框架;既要促進創新又能保障金融穩定和消費者權益。未來;金融科技的發展關鍵在於如何在技術創新、倫理責任與政策監管之間找到最佳平衡;推動一個安全、透明且永續的金融生態系統。  ""","1","課程明確提及人工智慧（AI）及其在金融科技中的應用，但重點是金融科技與監管政策探討，未明確安排使用AI工具進行學習、資訊整理或自主學習活動。","3","大綱明確提及數據隱私、網絡安全、技術偏見、法律適法需求、倫理責任、金融監管、金融穩定與消費者權益，具備AI相關風險、法規、倫理與治理內容；但未明確呈現學生實作或評量。","1","課程描述AI及其他科技對支付、借貸、保險與財富管理等金融服務的應用，但僅限於探討其影響與監管挑戰，未要求學生使用AI分析資料、提出方案或完成專業任務。","2","課程討論科技對社會、治理、消費者權益及金融生態系統的影響，並強調在技術創新、倫理責任與政策監管間取得平衡，涉及人類價值判斷；但未明確置於學生人機協作、批判AI結果或創意實作情境。","A=1;B=3;C=1;D=2","主要符合B，因大綱明確涵蓋AI相關的隱私、資安、偏見、法律、倫理與監管議題；A、C、D僅有背景性或討論性內容。","大綱未提及AI工具操作、提示策略、學習歷程、學生使用AI完成任務、結果驗證、人機分工或具體評量方式。"
"8402441","影像處理—從古典到深度學習","""Deep learning has revolutionized digital image processing; pushing the limits of what one thought traditional image processing was capable of. We may think that conventional image processing techniques are washed up and no longer important. However; it may not be true. Traditional and deep-learning approaches have their own advantages and limitations. In camera systems; all the images/videos presented to you have gone through an image signal processing pipeline; which involves various image/video processing tasks; such as noise removal; contrast enhancement; gamma correction; image/video compression; image/video restoration; etc. Students will learn about these tasks and how they can be done with traditional; deep-learning; or even hybrid approaches.   ""","3","課程以深度學習及傳統影像處理為核心，學生將學習影像處理任務如何透過傳統、深度學習或混合方法完成；符合講授AI相關技術與原理，且課程主要涉及相關方法學習。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、治理或責任歸屬，因此不能推定具備負責任使用AI能力。","3","學生將學習以深度學習或混合方法完成去除雜訊、對比增強、伽瑪校正、壓縮與影像修復等影像處理任務，具備運用AI方法解決專業問題的明確內容；但未說明驗證、修正或品質評估流程。","0","課程雖比較傳統與深度學習方法的優勢與限制，但未明確要求學生在AI協作情境中進行人類判斷、同理互動、真實場域觀察或創意整合。","A=3;B=0;C=3;D=0","主要符合A與C，因課程明確教授深度學習影像處理方法並應用於多項影像任務。","大綱未提及負責任使用AI、結果查證與修正、人機分工、風險管理、真實場域洞察或人類主體性。"
"8402447","AI、科技與國際安全戰略專題","""本課程以模組化方式;以不同的主題切入科技與人類社會發展的議題;探討在快速變遷的科技進步下;國家、社會、乃至於全人類所面臨的挑戰。課程除了涵蓋傳統的國家安全議題;也包含非傳統安全、人類安全等議題。課程探討科技在各個領域的應用;所帶來的效果;也將討論科技對於政府治理能力的加強和削弱。最後將討論科技與社會的關係;反思公私部門領導者如何應對科技所帶來的變化。課程將按主題;邀請學者專家進行專題演講。  ""","1","課程名稱明確包含AI，且大綱探討科技在各領域的應用及其對社會與人類發展的影響；但未明確說明學生如何選用或操作AI工具。","2","課程討論科技對國家安全、人類安全、政府治理能力及社會的影響，並探討科技帶來的挑戰，具備部分AI相關治理與影響議題；但未明確聚焦AI倫理、法規、資安、偏誤或責任機制。","1","大綱提及科技在各領域的應用及其效果，但主要是專題探討與演講，未要求學生使用AI進行分析、建模、預測或完成解決方案。","2","課程要求反思公私部門領導者如何應對科技變化，並討論科技與社會、治理及安全的關係，涉及人類判斷與社會情境；但未明確要求在AI協作中驗證結果、提出決策理由或進行創意實作。","A=1;B=2;C=1;D=2","主要依據是課名中的AI元素，以及大綱對科技應用、治理、安全與社會影響的探討；整體偏向政策與專題討論。","大綱未明確說明AI工具操作、AI倫理與法規細節、學生使用AI完成任務、結果驗證、人機分工或具體學習評量。"
"8194211","計算思維與人工智慧應用導論","""數位時代下多樣化的應用軟體廣泛使用於生活情境中;而人工智慧技術的導入;大幅提升軟體功能及執行效率。本課程介紹計算思維;了解運用資訊科技解決問題的方法;及軟體程式的邏輯架構;並導入人工智慧技術於多媒體程式設計;使學生了解其理論方法;並具備實務操作的能力。  ""","3","課程明確介紹人工智慧技術的理論與方法，並將AI導入多媒體程式設計，要求學生具備實務操作能力；符合AI技術學習及實作，但未提及以AI作為學習或自主學習工具。","0","大綱未提及AI倫理、法規、著作權、個資、資安、偏誤、查證、治理或責任歸屬，因此不能推定具備負責任使用AI能力。","3","課程明確要求將人工智慧技術導入多媒體程式設計，並培養理論方法與實務操作能力，具備運用AI完成程式設計應用的內容；但未提及驗證、修正或品質控制。","0","課程雖包含AI應用與多媒體程式設計，但未明確要求學生進行AI結果批判、人類決策、同理溝通、真實場域觀察或創意整合。","A=3;B=0;C=3;D=0","主要符合A與C，因課程同時教授AI理論方法並要求導入多媒體程式設計進行實務操作。","大綱未提及AI責任使用、風險與倫理、生成結果驗證、人機分工、創意主體性或具體評量標準。"
"8194212","計算思維與人工智慧應用導論","""本課程旨在介紹計算思維與人工智慧的基本概念、原理和應用;為之後修習資訊相關課程奠下基礎。21世紀數位時代;如何具有應用人工智慧技術能力;培養計算思維是第一步;因為計算思維是分析問題、制定解決方法的思考過程;其中解決的步驟得依循電腦運算邏輯;因此在有了抽象思考能力後;將進一步介紹電腦具體運作架構;兩者的結合將由人工智慧程式應用來加以練習;此外也將介紹人工智慧的發展歷程和未來趨勢;以及人工智慧對社會、經濟和文化的影響。  ""","3","課程明確介紹人工智慧的基本概念、原理、應用、發展歷程與未來趨勢，並透過人工智慧程式應用進行練習；符合AI技術學習，但未明確說明用AI提升學習成效或規劃自主學習。","1","大綱提及人工智慧對社會、經濟與文化的影響，但未明確討論AI倫理、法規、個資、資安、偏誤、查證或責任歸屬，因此僅具零星相關內容。","3","課程將計算思維的問題分析與解決方法，結合人工智慧程式應用加以練習，具備以AI進行應用與問題解決的明確學習內容；但未說明成果驗證、修正或品質控制。","0","大綱雖提及AI對社會、經濟與文化的影響，但未明確置於人機協作情境，也未要求人類判斷、同理互動、真實場域觀察或創意整合。","A=3;B=1;C=3;D=0","主要符合A與C，因課程教授AI概念、原理與應用，並以人工智慧程式應用進行練習。","大綱未提及AI倫理與責任使用的具體內容、AI結果查證、人機分工、學習歷程管理或AI協作中的人類主體性。"
