系統序號,建立時間,開課時程,開課年度,開課學期,開課學期名稱,級別名,級別碼,校制碼,校碼,校名,校名關鍵字,_學校名稱,英文校名,郵遞區號,課程名稱,英文名稱,學院名稱,系所名稱,系所英文名稱,學程名稱,分組,年級,開課老師,職稱,學分數,每週上課時數,每週實習時數,課程大綱,課程連結,備註,填表人,男學生修課人數,女學生修課人數,其他學生修課人數,授課語言1,授課語言2,證照1,證照2,學制_,學制,部校訂_,部校訂,科目類別_,科目類別,教學型態_,教學型態,必選修_,必選修,師資來源_,師資來源,全英語教學_,全英語教學,跨校選修_,跨校選修,專兼任_,專兼任,教師分類_,教師分類,聘書職級_,聘書職級,開課老師性別_,開課老師性別,系科屬性_,系科屬性,國外合作遠距課程_,國外合作遠距課程,遠距教學提供字幕_,遠距教學提供字幕,全英語學程_,全英語學程,內涵主題碼,總修課人數,_授課語言,_證照,節次,教室,教學內涵,課號,相似度
8195357,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人機互動設計,Human-Computer Interaction and Design,傳播學院,國際傳播英語碩士學位學程,International Master's Program in International Communication Studies,國際傳播英語碩士學位學程,,1,陳宜秀,,3,0,0,"""This course aims to help students understand the interaction process between people and products through lectures and assignments; so they can understand how to design the best interaction experiences with digital media. The word &ldquo;products&rdquo; here refers to all objects; digital contents; or services in our environment.     The course consists of these units:       The nature of interaction   In all things interactive; interaction must go through an &ldquo;interface&rdquo; defined by several elements. Interacting through interfaces is one of the fundamentals of how the world works. The course will explain from an analytical point of view what various interface concepts have in common; how they form the basis of human-computer interaction; and how the concepts of human-computer interaction (HCI) are applied to various phenomena.      The psychological basis of HCI   &ldquo;Human&rdquo; is the core of HCI; but what does that even mean? What kind of constraints need to be considered? What principles do people follow when processing information in interfaces and interactive processes? Starting from the visual system; this unit introduces knowledge regarding perception; memory; cognition; and laws of Human Factors engineering. What does &ldquo;intuitive&rdquo; really mean?       The relationship between HCI and communication; including classical communication theory and principles of human-human dialogues; and how these principles become the foundation of HCI; how to apply these principles to understand interaction results or errors.      The context of HCI and design; including basic design research methods; data presentation; and how to deepen the understanding of both the user (human) and the function (machine) from the data.      Methods and tools of designing HCI; task design axes; and goals. This unit will also discuss design elements of human-computer interfaces; such as graphical interface elements and rules; information visualization; perceptual design; and information architecture.      Prototyping and evaluation of HCI design. A prototype is a means of verification and optimization; and effective prototyping must be accompanied by effective evaluation. This chapter introduces different prototyping techniques and different evaluation methods.      New HCI technologies; including the basic technologies of Metaverse such as Virtual Reality (VR); Augmented Reality (AR); Brain-Computer Interfaces (BCI); and Artificial Intelligence (AI) and their impacts on future HCI development.         Note: This course will be taught in English.  """,,,,1,4,0,英文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,是,1,否,0,專任,1,一般教師,1,副教授,2,男性,1,大眾傳播細學類,03211,否,0,無,0,是,1,,5,英文,,三234,藝文370218,1,461858-00-1,0
8195364,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,機器人與AI互動專題:理論與研究,Seminar on Human-Robot Interaction and Human-AI Interaction: Theories and Research,傳播學院,數位內容碩士學位學程,Digital Content and Technologies,,,1,侯宗佑,,3,3,0,"""請注意:此門課程將以英語授課;所有的課間報告與討論也將以英文進行。Note: This course will be taught in English. All the in-class presentations and discussions will also be in English.        This seminar course explores advanced theories and research in Human-Robot Interaction (HRI) and Human-AI Interaction (HAI). Students will examine cutting-edge studies and core concepts in the field; including interaction dynamics; social implications; and the evolving roles of robots and AI agents in human environments. Through in-depth discussions and analyses of academic papers; students will critically evaluate the theoretical and empirical foundations of HRI and HAI while considering their applications in diverse contexts. The course also emphasizes understanding how these technologies influence communication; collaboration; and social structures.  """,,,,1,7,0,英文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,男性,1,電算機應用細學類,06134,否,0,無,0,否,0,,8,英文,,二567,藝文370218,1,462883-00-1,0
8195368,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人機互動設計,Human-Computer Interaction Design,傳播學院,數位內容碩士學位學程,Digital Content and Technologies,,,1,陳宜秀,,3,3,0,"""This course aims to help students understand the interaction process between people and products through lectures and assignments; so they can understand how to design the best interaction experiences with digital media. The word &ldquo;products&rdquo; here refers to all objects; digital contents; or services in our environment.     The course consists of these units:       The nature of interaction   In all things interactive; interaction must go through an &ldquo;interface&rdquo; defined by several elements. Interacting through interfaces is one of the fundamentals of how the world works. The course will explain from an analytical point of view what various interface concepts have in common; how they form the basis of human-computer interaction; and how the concepts of human-computer interaction (HCI) are applied to various phenomena.      The psychological basis of HCI   &ldquo;Human&rdquo; is the core of HCI; but what does that even mean? What kind of constraints need to be considered? What principles do people follow when processing information in interfaces and interactive processes? Starting from the visual system; this unit introduces knowledge regarding perception; memory; cognition; and laws of Human Factors engineering. What does &ldquo;intuitive&rdquo; really mean?       The relationship between HCI and communication; including classical communication theory and principles of human-human dialogues; and how these principles become the foundation of HCI; how to apply these principles to understand interaction results or errors.      The context of HCI and design; including basic design research methods; data presentation; and how to deepen the understanding of both the user (human) and the function (machine) from the data.      Methods and tools of designing HCI; task design axes; and goals. This unit will also discuss design elements of human-computer interfaces; such as graphical interface elements and rules; information visualization; perceptual design; and information architecture.      Prototyping and evaluation of HCI design. A prototype is a means of verification and optimization; and effective prototyping must be accompanied by effective evaluation. This chapter introduces different prototyping techniques and different evaluation methods.      New HCI technologies; including the basic technologies of Metaverse such as Virtual Reality (VR); Augmented Reality (AR); Brain-Computer Interfaces (BCI); and Artificial Intelligence (AI) and their impacts on future HCI development.         Note: This course will be taught in English.  """,,,,8,12,0,英文,,,,碩士班,21,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,副教授,2,男性,1,電算機應用細學類,06134,否,0,無,0,否,0,,20,英文,,三234,藝文370218,1,462906-00-1,0
8196177,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,數位時代的組織戰略,The Organizational Strategy for Digital Times,國際事務學院,日本研究博士學位學程,Doctoral Program in Japan Studies,,,1,清水???,,2,0,0,"""???????、?????????????、???????????、AI 等?象???????????進化?、現代?企業???大??影響??????????。本講義??、????????????新??組織?????????可能性??????、????時代?組織?略????最先端??術知?????知?基???理解?深??。現代?組織???課題?解決??上?、?????組織?接?????理解???活用?不可欠??????、未???????築?上?必須???知見?習得??。??、適宜現代日本????注目?????組織?略?????????議論??。    本授業??、??????通??理論的?理解?深???????、Harvard Business School ?作成???????教材?用??、?際?事例?元?????的?理解?議論?深????。??、履修者間????組?、自分達?選??事例?分析????????????施?????、????時代?組織?略????????????力?高????。  """,,,,0,1,0,日文,,,,博士班,31,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,副教授,2,男性,1,區域研究細學類,03143,否,0,無,0,否,0,,1,日文,,五234C,綜合271111,1,863874-00-1,0
8196430,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,資料科學,Data Science,創新國際學院,創新國際學院學士班,Global Studies,資料科學與輿情分析學分學程,,2,呂欣澤,,3,3,0,"""This course introduces the full process of data science; from collecting raw data to building useful insights and models. Students will learn how to gather data from sources like websites and APIs; clean and prepare it for analysis; and label image or text data when needed. The course covers key steps in data science; including data wrangling; exploration; visualization; modeling; and evaluation.    In the image section; students will learn how to label and explore image data; apply clustering techniques like K-means to group visual patterns; and understand how to move from basic clustering to using pre-trained models for classification. For each method; students will learn how to evaluate performance using metrics such as accuracy and Intersection over Union (IoU).    In the text section; the course begins with text cleaning and basic techniques like TF-IDF. Students will then explore more powerful models like BERT; and learn how different models can be used for classification and language understanding tasks. Along the way; students will compare results using standard evaluation metrics.    Rather than focusing only on model training; this course emphasizes how to use data to answer real questions; communicate findings; and build end-to-end data science workflows. Students will use Python tools such as Pandas; Scikit-learn; Matplotlib; and Hugging Face Transformers to work on real datasets and complete hands-on projects.    This course is designed for students with basic Python and AI knowledge who want to deepen their understanding of the data science pipeline.  """,,,,10,27,0,英文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,男性,1,企業管理細學類,04131,否,0,無,0,否,0,,37,英文,,二234,國際360304,1,ZU1015-00-1,0
8196434,2025/10/22 下午 07:20:06,11401,114,1,上學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,設計思維,Design Thinking,創新國際學院,創新國際學院學士班,Global Studies,,,3,紀俊麟,,3,3,0,"""Design Thinking for Innovative Talent and Teams          build your purposeful career and abundant life             INTRODUCTION        &ldquo;It&rsquo;s very satisfying knowing that I am not alone in this journey; I have a group to share my daily achievements and we can support each other. Either listening to each other&rsquo;s struggles; accomplishments; or giving feedback; cheering up our teammates. Seems like a life consultation; each class allows us to reflect on our path more and more. Thanks for this amazing journey!!&rdquo;        &ldquo;Thank you for all the support and guidance throughout the course! I&rsquo;ve really appreciated the way you&rsquo;ve made the material engaging and accessible. I&rsquo;m excited to apply what I&rsquo;ve learned and see how it all comes together. Looking forward to seeing all of you next week!!&rdquo;        &ldquo;I&rsquo;m not quite good at speaking in public or talking to someone new; but in the class everyone is very welcoming and warm. The vibes are great; so I can make new friends and try to talk more without pressure. Thanks a lot for having this insightful class!! &ldquo;        Those are testimonials from NCCU DT class 2024!        # For introverts:    About ? of students identified themselves as being introverted before enteringthe class; and eventually all of them found their own pace and navigated their ways throughout the course journey successfully. In addition; everyone is kind of surprised for being able to make a lot of new friends along the way!        # For those who have a lot of credits to finish and tons of extra-curricular activities to participate inthe upcoming semester:    &ldquo;I really appreciate the interesting courses that you&rsquo;ve designed; I never thought I would have this much fun in a college classroom. Thank you!!&rdquo;        This is a course for you to rest; to have fun and to create something inspiring for yourself; your team and the world. Most students found it relaxing and recharging to attend our classes.        # For those who doubt their ownattendance rate (Am I able to attend most classes of this course?):        Last year 50% of the students attend almost all the classes (100%; or only missed 1 class due to medical reasons).    Only 5% of the students struggled a lot to meet the course standard (Which is; absence for 3 times is a red flag. The 4th time of absence will make you fail in this class =&gt; no credit !!).        In the AI era where uncertainties and ambiguities are our daily routine ;this course equips students with the design thinking (DT) principles and innovative problem-solving tools to build effective teams and thrive in their life and career. The course features five weeks of DT booster; five weeks of life and career design and six weeks of teamwork with DT. The main objective of this course is to empower students to put DT learning into practice. Individually; students can apply DT mindsets and tools to design their own future life. At the team level; students walk through a startup process with team members to tackle important challenges and form potential business. Guest speakers from corporate and startup ecosystems will be invited to our classes to deliver insights and tips of problem-solving and opportunity-finding.      """,,,,14,22,0,英文,,,,學士班(含第二部),11,系定,3,專業科目,3,課堂教學,0,必選修,2,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,助理教授,3,男性,1,企業管理細學類,04131,否,0,無,0,否,0,,36,英文,,二D56,電算智慧教室,1,ZU1026-00-1,0
8400051,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,日語聽力練習,Japanese Listening,外國語文學院,日本語文學系,Japanese Language and Culture,,,0,施列庭,,2,2,0,"""本課程以培養初級日語程度學習者之聽解能力為目標。實際授課時將透過下列方式進行相關訓練。    1.日語常用短句聽寫練習    2.口語跟讀訓練(shadowing and chorus)    3.日語短文聽力訓練    本課程使用113學年輔系生    4.課堂討論與講解                         備註:除傳統上課學習外;修習本課程同學將有機會使用教師自行開發之各種線上學習輔助系統與APP;搭配教學進度進行各種學習。歡迎對利用AI科技學習日語有興趣的同學修習本課程。                """,,,,7,15,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,副教授,2,男性,1,外國語文細學類,02311,否,0,無,0,否,0,,22,中文,,五34,資訊140105,1,010059-01-2,0
8400076,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,日文寫作,Japanese Composition,外國語文學院,日本語文學系,Japanese Language and Culture,,,0,?井郁子,,2,2,0,""" 本講義?初中級?文法?基礎?、?門的?文章?書?為?必要?表現?文法?作文?基礎知識?共???、日本語?作文能力?向上??????目的???。     母語???中?語?干??排?、自分?考??適切?表現???語彙選??構文使用?訓練?通??、文章????????????能力、?信力?養成??。          2023年?生成AI元年??言??、????技術?急速??展???言語?習????環境?急激??化????。??為、今年度??若干??????容??更??事?致????。        1文章作成?必要?基本事項??習?、作文展開??????即??練習???。    2???????討論??意見?出?合??後?、??????????作文?書?。添削??返?、書?直?。(作文??????日??表?、AI等?使用??????場?作文?書?)    3完成??作文?口頭?表?????(?期中1;2回程度)。    4原稿用紙?自分?用意????。添削??係?B4?印刷????好???。    5?習?象:日本語?母語????人  """,,,,11,10,0,日文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,必修,1,專業系所聘任,1,否,0,否,0,兼任,2,一般教師,1,講師,4,女性,2,外國語文細學類,02311,否,0,無,0,否,0,,21,日文,,五56,資訊140405,1,010107-06-2,0
8400326,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧方法與工具,Artificial Intelligence : Methods and Tools,人工智慧跨域研究中心,人工智慧跨域研究中心,Interdisciplinary Artificial Intelligence Center,,,0,吳致勳,,3,3,0,"""本課程將先簡介本課程與人工智慧概念;並引導同學們學習如何在人工智慧時代;善用公開資料庫蒐集各種資料類型的資料;且將講授資料前處理;以及基礎統計、探索資料等資料分析方法;進而介紹資料視覺化的工具與應用。此外;課程中也將教導無所不在的社群網路;包含觀念以及Cytoscape社群網路分析工具實作。接著將介紹傳統的機器學習;包含監督式與非監督式學習等;且帶領同學們初探深度學習;最後將介紹目前日新月異的文字、聲音、圖像等生成式人工智慧工具;期末則盼望同學善用人工智慧方法與工具;完成一與永續(SDGs)結合之人工智慧專案;並為社區孩童舉辦AI園遊會;將所學活用;落實大學社會責任;為全球永續盡心力。  """,,,,42,39,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任,1,一般教師,1,助理教授,3,男性,1,其他不能歸類之各學類,99901,否,0,無,0,否,0,,81,中文,,二234,大仁200401資科電腦室,1,070394-02-1,0
8400328,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧實務專題,Special Topics in Artificial Intelligence Applications,人工智慧跨域研究中心,人工智慧跨域研究中心,Interdisciplinary Artificial Intelligence Center,,,0,陳昭伶;吳怡潔;吳致勳,,3,3,0,"""本課程目標為使學生具備人工智慧技術小型專案設計及實務開發的能力。人工智慧技術在當今時代進入快速發展的階段;許多導入各產業的應用型態也因應而生。本課程進行人工智慧相關議題的討論與研究;並進行提案發想;專案設計及系統開發;使學生了解人工智慧技術的研究發展現況;並具備小型專案規劃與系統建置的能力。        【注意事項】本課程由三位老師合開;根據所選擇指導老師時間及地點如下;需於第一週到課並於該週(含)前填寫表單:https://reurl.cc/Y4WrbX;未到課者需自行退選;未退選成績以零分計算。        課程三位老師指導方式不同詳述如下:    1.陳昭伶老師;本課程無固定上課時間;討論時間為小組成員皆方便進行時間(建立Line群組隨時聯繫);避免衝堂實體開會為中午(可吃午餐)    實驗室網站 https://www.futuremedialab.tw/    欲加入研究學生 於寒假至加退選週結束期間將line ID mail給老師 lynchen@nccu.edu.tw    需要擋修單及加簽單同學mail電子檔給老師    PS: 最上面問卷:分組表單 尚未有組同學可填寫&quot;待定&quot; 由老師於加退選週後依專長背景協助分至合適組別        2.吳致勳老師;固定每週二D56 Meeting;AI中心研討室(行大8F 160812);實務專題聚焦SDGs永續議題;並導入設計思考觀念與實作;欲請吳致勳老師指導或需加簽的同學請寫信與老師聯繫;信箱:20031214@nccu.edu.tw        3.吳怡潔老師;討論時間固定於每週三D56 Meeting;地點於AI中心研討室;教材及作業另開teams群組上傳檔案;加入方式請洽Maty;信箱:matywu@nccu.edu.tw    專長:電腦視覺、行為模式分析、人機互動、語音處理、網路意向分析    最近關注問題:       邊緣運算 -- 視覺導航優化(無人車、無人機)   歷史本文與脈絡   古文辨識   語音、語者辨識   AI 教案輔助、自動評估   同學若有其他想研究問題;可來信或約時間實體討論    """,,,,13,7,0,中文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任;專任;專任,1;1;1,一般教師;一般教師;一般教師,1;1;1,助理教授;助理教授;助理教授,3;3;3,女性;女性;男性,2;2;1,其他不能歸類之各學類,99901,否,0,無,0,否,0,,20,中文,,六234,另洽系所,1,070395-01-1,0
8400327,2026/4/13 下午 01:40:06,11402,114,2,下學期,國立大學,10,,0001,國立政治大學,國立  國立政治大學 政大 政治大,國立政治大學國立  國立政治大學 政大 政治大National Chengchi University (NCCU),National Chengchi University (NCCU),11605,人工智慧實務專題,Special Topics in Artificial Intelligence Applications,人工智慧跨域研究中心,人工智慧跨域研究中心,Interdisciplinary Artificial Intelligence Center,,,0,陳昭伶;吳怡潔;吳致勳,,3,3,0,"""本課程目標為使學生具備人工智慧技術小型專案設計及實務開發的能力。人工智慧技術在當今時代進入快速發展的階段;許多導入各產業的應用型態也因應而生。本課程進行人工智慧相關議題的討論與研究;並進行提案發想;專案設計及系統開發;使學生了解人工智慧技術的研究發展現況;並具備小型專案規劃與系統建置的能力。    The goal of the course is to make students have the ability of small program design and system development. Artificial intelligence improves rapidly in modern times; and brings many applications in different industries. In the course; the related issues of artificial intelligence are discussed and investigated; including proposal; project design and system development. Students will understand the current research development of artificial intelligence; and have the ability of small program planning and system development.        【注意事項】本課程由三位老師合開;根據所選擇指導老師時間及地點如下;需於第一週到課並於該週(含)前填寫表單:https://reurl.cc/Y4WrbX;未到課者需自行退選;未退選成績以零分計算。    【Note】The course has 3 teachers; and the seminar time and place according to your advisor as below. Students have to attend the course in first week and reply the table before (in) the week: https://reurl.cc/Y4WrbX. Students who are absent have to drop the course; otherwise the grading is zero.        課程三位老師指導方式不同詳述如下(The details of 3 advisors as follows):    1.陳昭伶老師(Lyn Chao-ling Chen);本課程無固定上課時間;討論時間為小組成員皆方便進行時間(建立Line群組隨時聯繫);避免衝堂實體開會為中午(可吃午餐) The course without fix class time; free discussion time for all group members (Line group any time); often meeting in the noon for avoid class conflict (avalibale bring your lunch).    實驗室網站(Lab website)https://www.futuremedialab.tw/    欲加入研究學生 於寒假至加退選週(第二週)結束期間將line ID mail給老師 lynchen@nccu.edu.tw email your Line ID to the advisorlynchen@nccu.edu.tw to join the research from winter vocation until end of the course add/drop week (second week).    需要擋修單及加簽單同學mail電子檔給老師 Need prerequisite waiver form and add authorization form; email the electronic file to the advisor.    PS: 最上面問卷:分組表單 尚未有組同學可填寫&quot;待定&quot; 由老師於加退選週後依專長背景協助分至合適組別 PS: The above questionnaire fill &quot;Undefined&quot; for students without groups; the advisor will help students to join the appropriate group according to the background after thecourse add/drop week.        2.吳致勳老師;固定每週二D56 Meeting;電算中心智慧教室(140011);實務專題聚焦SDGs永續議題;並導入設計思考觀念與實作;欲請吳致勳老師指導或需加簽的同學請寫信與老師聯繫;信箱:20031214@nccu.edu.tw        3.吳怡潔老師(Maty Wu);討論時間固定於每週三D56Meeting;地點於AI中心研討室;教材及作業另開teams群組上傳檔案;信箱:matywu@nccu.edu.tw    專長:電腦視覺、行為模式分析、人機互動、語音處理、網路意向分析    最近關注問題:       邊緣運算 -- 視覺導航優化(無人車、無人機)   歷史本文與脈絡   古文辨識   語音、語者辨識   AI 教案輔助、自動評估   同學若有其他想研究問題;可來信或約時間實體討論      Professor Maty Wu:Discussion is held regularly on Wednesday 13:00~16:00; at the AI Center Meeting Room.Teaching materials and assignments are uploaded to a dedicated Teams group (will be announced later). Email: matywu@nccu.edu.tw    Maty&#39;s Areas/Expertise: Computer vision; behavior pattern analysis; human-computer interaction; speech processing; online sentiment/discourse analysis    Recent Research Interests:       Edge computing &ndash; visual navigation optimization (autonomous vehicles; drones)   Historical texts and context   Ancient text recognition   Speech and speaker recognition   AI-assisted lesson planning and automated assessment   Students with other research topics they wish to explore are welcome to email or schedule an in-person discussion    """,,,,28,13,0,英文,,,,學士班(含第二部),11,校定,0,專業科目,3,課堂教學,0,選修,0,專業系所聘任,1,否,0,否,0,專任;專任;專任,1;1;1,一般教師;一般教師;一般教師,1;1;1,助理教授;助理教授;助理教授,3;3;3,女性;女性;男性,2;2;1,其他不能歸類之各學類,99901,否,0,無,0,否,0,,41,英文,,另洽系所,另洽系所,1,070395-00-1,0
